location,height,shoulder,waist,hip,gender,type,code,name,color,description,search,sizing,quantity,satisfaction,price,profit,review,buy
somerset,182.34,18.6,0,0,male,top,top183,PIERRE LONG SLEEVED BUTTON SHIRT,black,"Polyester, Functional buttons, Functional wrist buttons",,m,0,5,35.9,0,Folklorica happy!,no
somerset,169.19,15.6,13.5,17.1,female,dress,dress183,ANDRELLE PLAID SKORTS DRESS,plaid,"Polyester, Fully lined bodice, Non sheer, Slight stretch, Concealed back zipper, Functional pockets, Adjustable straps",,s,0,1,29.9,0,,no
somerset,156.75,18.9,0,0,male,top,top183,ELLIOT JERSEY OVERSIZED TEE,beige,"Cotton jersey, Non Sheer, Slight Stretch",,m,2,3,30.9,61.8,,yes
somerset,173.42,0,12.2,18.6,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,white,"Soft knit, Stretchable, Functional buttons",,s,0,,30.9,0,:my favorite brand and style!,no
bugis,151.03,0,12,18.6,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,s,0,4,30.9,0,Staple,no
somerset,170.4,16.8,14.6,19.3,female,dress,dress183,DESIRAE PEARL CHAIN SATIN COWL DRESS,lilac,"Satin, Fully lined, Non sheer, Slight stretch, Concealed back zipper, Functional pockets, Removable chain straps",,m,0,4,33.9,0,Perfection,no
bugis,161.87,15.2,13.8,17.3,female,dress,dress183,BRIELLE BUTTON RIBBED DRESS,grey,"Cotton rib, None, Non sheer,  Stretchable, Functional buttons",,s,4,4,32.9,131.6,Love this dress,yes
somerset,165.06,17.1,14.9,19.2,female,dress,dress183,THEA FLUTTER SLEEVE MIDI DRESS ,floral,"Embroidery cotton, Fully lined, Non sheer, No stretch, Concealed back zipper, *Floral placement differs for each piece",flroal dress,m,2,,30.9,61.8,Beautiful summer dress,yes
club street,173.85,17.2,14.4,19.1,female,dress,dress183,ESTHER SWEETHEART CHIFFON MIDI DRESS,floral,"Chiffon, Fully lined, Non sheer, No stretch, Concealed back zipper, Concealed front slit zipper, Adjustable straps",,m,0,0,30.9,0,,no
somerset,180.32,19.8,0,0,male,top,top183,PIERRE LONG SLEEVED BUTTON SHIRT,white,"Polyester, Functional buttons, Functional wrist buttons",,l,0,,35.9,0,"Love this shirt, but buttons are unstable",yes
somerset,176.64,14.3,0,0,female,top,top183,ADORA BASIC PADDED CROP TOP,blue,"Polyester, Fully lined bodice, Slight stretch, Exposed back zipper, Removable padding",,s,0,5,30.9,0,Too flowy and too washed out,no
bugis,155.75,17.1,14.4,19.1,female,dress,dress183,ESTHER SWEETHEART CHIFFON MIDI DRESS,floral,"Chiffon, Fully lined, Non sheer, No stretch, Concealed back zipper, Concealed front slit zipper, Adjustable straps",,m,0,3,30.9,0,,no
somerset,156.53,19.7,0,0,male,top,top183,ELLIOT JERSEY OVERSIZED TEE,pink,"Cotton jersey, Non Sheer, Slight Stretch",,l,3,4,30.9,92.7,,yes
somerset,167.76,16.6,14.6,18.6,female,dress,dress183,VENICIA SLIT MIDI DRESS,maroon,"Slight Stretch, Elastic waistband, Elastic band at leg opening, Functional pockets",,m,2,3,34.9,69.8,,yes
somerset,163.77,16.6,0,0,male,top,top183,PIERRE LONG SLEEVED BUTTON SHIRT,black,"Polyester, Functional buttons, Functional wrist buttons",,s,0,5,35.9,0,Mock neck rocks,yes
club street,171.79,18.6,0,0,male,top,top183,PIERRE LONG SLEEVED BUTTON SHIRT,black,"Polyester, Functional buttons, Functional wrist buttons",,m,0,3,35.9,0,Cute top!,no
somerset,149.76,18.1,0,0,male,top,top183,CODY SHORT SLEEVED SHIRT,gunmental,"Polyester, Functional buttons, Functional wrist buttons",,m,3,3,33.9,101.7,Beautiful blouse!!!,yes
bugis,145.83,0,12,18.2,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",,s,0,2,30.9,0,Versatile joggers,no
bugis,174.45,0,15.1,20.9,male,bottom,bottom183,THOMAS DENIM BASIC BERMS,brown,"Polyester, Fake Pockets, Non-Stretchable",,m,1,2,30.9,30.9,Color became spotty after washing,yes
club street,146.84,15.8,0,0,female,top,top183,SAFFRON CROPPED KNIT BUTTON CARDIGAN,baby blue,"Soft knit, Stretchable, Functional buttons",,m,3,,40.9,122.7,Beautiful top,yes
club street,179.52,14.1,0,0,female,top,top183,KATIE SWEETHEART BUTTON PUFF SLEEVE TOP,white,"Polyester blend, Fully lined bodice, Non sheer, Stretchable, Sheer sleeve, Elastic arm band, Non-functional buttons",,s,0,4,33.9,0,,no
somerset,183.47,0,12.8,18.7,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,s,1,1,30.9,30.9,Why change a classic?,yes
somerset,171.22,0,12.1,18.4,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,s,0,,30.9,0,Very comfortable and flattering,no
somerset,162.57,16.9,14.4,20.3,female,dress,dress183,DESIRAE PEARL CHAIN SATIN COWL DRESS,lilac,"Satin, Fully lined, Non sheer, Slight stretch, Concealed back zipper, Functional pockets, Removable chain straps",,l,0,5,33.9,0,Super easy summer dress,yes
bugis,156.3,0,14.1,20.4,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,l,2,2,30.9,61.8,,yes
somerset,166.35,20,0,0,male,top,top183,ELLIOT JERSEY OVERSIZED TEE,pink,"Cotton jersey, Non Sheer, Slight Stretch",top183,l,0,4,30.9,0,Cute top,no
somerset,162.89,13.8,0,0,female,top,top183,MAXINE V-NECK LINEN CROP TOP,geometric print,"Made of Linen Material, Comes with Inner Lining, Concealed Back Zipper, Non-functional Buttons",,s,3,3,29.9,89.7,Epic,yes
somerset,145.48,19.9,0,0,male,top,top183,PIERRE LONG SLEEVED BUTTON SHIRT,white,"Polyester, Functional buttons, Functional wrist buttons",,l,0,2,35.9,0,,no
somerset,157.9,0,12.4,19.7,female,bottom,bottom183,vibey jeans,dark blue,"Denim, Functional buttons, Functional wrist buttons",,m,0,5,38.9,0,,no
somerset,183.56,0,15.8,20.9,male,bottom,bottom183,THOMAS DENIM BASIC BERMS,brown,"Polyester, Fake Pockets, Non-Stretchable",,m,0,5,30.9,0,"Cute on the hanger, not so much on",no
club street,155.78,13.7,0,0,female,top,top183,CLAUDINE BOXY BLAZER OUTERWEAR TOP,brown,"Polyester blend, None, Non sheer, Slight stretch, Functional buttons",,s,0,1,35.9,0,,no
somerset,183.37,0,12.5,19.2,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",,m,3,5,30.9,92.7,,yes
somerset,153.81,0,13.7,20.2,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,l,1,2,30.9,30.9,Super cute and fitted,yes
somerset,146.5,0,12.4,18,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,s,0,1,30.9,0,,no
club street,173.33,16.6,14.8,18.7,female,dress,dress183,BRIELLE BUTTON RIBBED DRESS,grey,"Cotton rib, None, Non sheer,  Stretchable, Functional buttons",,m,0,2,32.9,0,Good quality; odd fit,yes
bugis,157.58,19,0,0,male,top,top183,CODY SHORT SLEEVED SHIRT,gunmental,"Polyester, Functional buttons, Functional wrist buttons",,m,0,5,33.9,0,So much prettier than pictured!,no
somerset,180.22,0,12.3,18,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",,s,0,4,30.9,0,Love these pants,no
club street,147.55,0,12.5,18.8,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,s,4,3,30.9,123.6,I ordered up 2 sizes,yes
club street,145.57,19.6,0,0,male,top,top183,PIERRE LONG SLEEVED BUTTON SHIRT,white,"Polyester, Functional buttons, Functional wrist buttons",,l,0,1,35.9,0,Awkward fit,no
club street,159.65,17.3,14.6,19,female,dress,dress183,MARIE SATIN SLIT MIDI DRESS,gunmental,"Satin, Fully lined bodice, Non sheer, Adjustable straps",,m,3,2,29.9,89.7,Cheap,yes
somerset,167.25,19.4,0,0,male,top,top183,ELLIOT JERSEY OVERSIZED TEE,beige,"Cotton jersey, Non Sheer, Slight Stretch",,l,0,3,30.9,0,Super soft but runs small,no
somerset,155.08,16.6,14.6,18.8,female,dress,dress183,AMABEL RUCHED BUTTON SHIRT DRESS,brown,"Polyester, Fully lined, Non sheer, Slight stretch, Concealed back zipper, Functional buttons, Ruched details",,m,0,1,33.9,0,Adorable,yes
somerset,149.29,17.2,14.4,18.6,female,dress,dress183,VENICIA SLIT MIDI DRESS,maroon,"Slight Stretch, Elastic waistband, Elastic band at leg opening, Functional pockets",,m,0,4,34.9,0,Mixed feelings....,no
somerset,148.12,16.9,14.8,19.4,female,dress,dress183,ORIANA TOGA RIBBED DRESS,gunmetal,"Cotton rib, Side Slit Detail",,m,2,5,30.9,61.8,,yes
somerset,159.9,13.2,0,0,female,top,top183,ELAINE JERSEY CROPPED PULLOVER ,grey,"Cotton jersery, slight stretch, Non sheer",,s,3,2,35.9,107.7,,yes
somerset,146.56,15.4,12.9,17.5,female,dress,dress183,ANDRELLE PLAID SKORTS DRESS,plaid,"Polyester, Fully lined bodice, Non sheer, Slight stretch, Concealed back zipper, Functional pockets, Adjustable straps",,s,0,1,29.9,0,Great dress,no
bugis,162.98,13.1,0,0,female,top,top183,SAFFRON CROPPED KNIT BUTTON CARDIGAN,baby blue,"Soft knit, Stretchable, Functional buttons",,s,4,4,40.9,163.6,,yes
somerset,169.84,19,0,0,male,top,top183,CODY SHORT SLEEVED SHIRT,gunmental,"Polyester, Functional buttons, Functional wrist buttons",,m,0,1,33.9,0,"Gorgeous, billowy top!",no
somerset,164.12,13.9,0,0,female,top,top183,CELINE HIGH CUT RIBBED TOP,grey,"Cotton Rib, None, Non sheer, Stretchable",,s,0,5,29.9,0,Great shirt!,no
bugis,148.56,0,14.7,20.4,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",,l,0,1,30.9,0,,yes
somerset,157.96,0,15.8,20.1,male,bottom,bottom183,THOMAS DENIM BASIC BERMS,brown,"Polyester, Fake Pockets, Non-Stretchable",,m,1,2,30.9,30.9,Slightly disappointed,yes
somerset,173.24,16.8,14.8,19,female,dress,dress183,ESTHER SWEETHEART CHIFFON MIDI DRESS,floral,"Chiffon, Fully lined, Non sheer, No stretch, Concealed back zipper, Concealed front slit zipper, Adjustable straps",,m,1,5,30.9,30.9,,yes
club street,169.3,16.8,14.3,19.3,female,dress,dress183,ESTHER SWEETHEART CHIFFON MIDI DRESS,floral,"Chiffon, Fully lined, Non sheer, No stretch, Concealed back zipper, Concealed front slit zipper, Adjustable straps",,m,0,1,30.9,0,,yes
somerset,163.05,0,13.4,20.6,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,l,4,1,30.9,123.6,,yes
somerset,178.52,0,15.3,20.5,male,bottom,bottom183,JORDAN CUFFED CHINO PANTS,black,"Not stretchable, Functional button, Functional belt loop, Functional zipper, Functional front and back pockets, follow uniqlo sizing",,m,0,,32.9,0,,no
somerset,175.26,14.2,0,0,female,top,top183,ELAINE JERSEY CROPPED PULLOVER ,gingham,"Cotton jersery, slight stretch, Non sheer",,s,0,4,35.9,0,Perfect balance of classy and sexy,no
club street,152.93,19.8,0,0,male,top,top183,ELLIOT JERSEY OVERSIZED TEE,beige,"Cotton jersey, Non Sheer, Slight Stretch",,l,0,,30.9,0,Cool top,no
somerset,174.54,0,12,18.7,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,s,0,2,30.9,0,These pants are like wearing angel wings!,yes
somerset,174.68,17.3,15,18.7,female,dress,dress183,JASMINE RUFFLES FLORAL TIE-STRING SLIT MAXI DRESS,floral,"Made From Polyester Blend Material, Back Zipper, Slightly Stretchable Straps, ",,m,3,,45.9,137.7,Dangerous beads on back-will rip upholstery,yes
somerset,169.84,14.6,0,0,female,top,top183,ADORA BASIC PADDED CROP TOP,matcha,"Polyester, Fully lined bodice, Slight stretch, Exposed back zipper, Removable padding",,s,0,5,30.9,0,Beautiful,no
somerset,163.51,0,12,19.2,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,m,0,3,30.9,0,This one doesn't work with full hips,no
club street,149.54,0,13.7,20.6,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,l,1,4,30.9,30.9,Beautiful,yes
bugis,146.93,0,12.1,18.2,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",,s,3,1,30.9,92.7,For slender legs only,yes
somerset,163.61,14.5,13,18.1,female,dress,dress183,ESTHER SWEETHEART CHIFFON MIDI DRESS,floral,"Chiffon, Fully lined, Non sheer, No stretch, Concealed back zipper, Concealed front slit zipper, Adjustable straps",,s,3,0,30.9,92.7,Sized up and perfect!,yes
somerset,173.21,13.2,0,0,female,top,top183,PHOEBE SWEETHEART BUTTON TOP (SLEEVE),pink,"Polyester, Fully lined bodice, Non sheer , Slight stretch, Concealed back zipper, Non functional buttons",,s,0,4,24.9,0,Best top ever,no
somerset,153.32,17.2,14.9,19.4,female,dress,dress183,DESIRAE PEARL CHAIN SATIN COWL DRESS,seafoam,"Satin, Fully lined, Non sheer, Slight stretch, Concealed back zipper, Functional pockets, Removable chain straps",,m,2,3,33.9,67.8,Love it,yes
somerset,183.58,0,13.9,19.5,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",,m,0,2,30.9,0,Comfy and flattering,no
somerset,155.43,16.6,14.4,18.6,female,dress,dress183,ORIANA TOGA RIBBED DRESS,gunmetal,"Cotton rib, Side Slit Detail",,m,2,4,30.9,61.8,Runs very small,yes
somerset,163.76,0,12.4,18.2,female,bottom,bottom183,AZORA PLEATED FLOWY PANTS,floral,"Chiffon, Fully lined, Non sheer, No stretch, Concealed back zipper, *Floral placement differs for each piece",,s,0,2,40.9,0,Great find,no
bugis,184.74,13.1,0,0,female,top,top183,ELAINE JERSEY CROPPED PULLOVER ,gingham,"Cotton jersery, slight stretch, Non sheer",gingham,s,0,1,35.9,0,Favorite top!,no
somerset,175.64,17.1,14.4,18.7,female,dress,dress183,ORIANA TOGA RIBBED DRESS,gunmetal,"Cotton rib, Side Slit Detail",,m,0,1,30.9,0,Lovely for summer,no
bugis,182.56,17.4,14.3,18.8,female,dress,dress183,MARIE SATIN SLIT MIDI DRESS,mocha,"Satin, Fully lined bodice, Non sheer, Adjustable straps",,m,0,2,29.9,0,"Beautiful dress, runs a bit big",no
somerset,172.38,18.9,0,0,male,top,top183,CODY SHORT SLEEVED SHIRT,gunmental,"Polyester, Functional buttons, Functional wrist buttons",,m,0,4,33.9,0,,no
somerset,147.01,18.7,0,0,male,top,top183,PIERRE LONG SLEEVED BUTTON SHIRT,white,"Polyester, Functional buttons, Functional wrist buttons",,m,0,4,35.9,0,Feminine and pretty style,no
bugis,158.55,0,15.6,20.8,male,bottom,bottom183,LIAM RIPPED DENIM JEANS,light denim,"Functional button, Functional belt loop, Functional zipper, Functional front and back pockets, follow uniqlo sizing",,m,0,2,40.9,0,"Comfy and cute, high quality socks",no
somerset,147.85,14,0,0,female,top,top183,MAXINE V-NECK LINEN CROP TOP,geometric print,"Made of Linen Material, Comes with Inner Lining, Concealed Back Zipper, Non-functional Buttons",,s,0,5,29.9,0,Great too,no
club street,147.68,17,14.3,19.2,female,dress,dress183,ANDRELLE PLAID SKORTS DRESS,plaid,"Polyester, Fully lined bodice, Non sheer, Slight stretch, Concealed back zipper, Functional pockets, Adjustable straps",,m,0,4,29.9,0,,yes
somerset,171.27,18.7,0,0,male,top,top183,CODY SHORT SLEEVED SHIRT,gunmental,"Polyester, Functional buttons, Functional wrist buttons",,m,0,4,33.9,0,"Great, versatile piece",yes
bugis,146.86,19.5,0,0,male,top,top183,ELLIOT JERSEY OVERSIZED TEE,pink,"Cotton jersey, Non Sheer, Slight Stretch",,l,1,5,30.9,30.9,,yes
club street,170.22,15.2,12.7,18.3,female,dress,dress183,MARIE SATIN SLIT MIDI DRESS,mocha,"Satin, Fully lined bodice, Non sheer, Adjustable straps",,s,2,1,29.9,59.8,,yes
somerset,146.03,0,13.6,20.1,female,bottom,bottom183,AUBREY PIPED SHORTS,latte,"Polyester Blend, Fully Lined, Non sheer, Slight Stretch, Functional pockets, Functional clasp, Functional zipper",,l,0,3,30.9,0,,no
club street,169.94,14.5,12.9,17.9,female,dress,dress183,BRIELLE BUTTON RIBBED DRESS,grey,"Cotton rib, None, Non sheer,  Stretchable, Functional buttons",,s,0,2,32.9,0,Very flattering!,no
somerset,155.15,0,14.7,20.4,female,bottom,bottom183,EVERYDAY CONTRAST STITCH DENIM SHORTS,dark denim,"Functional button, Functional belt loop, Functional zipper, Functional front and back pockets, follow uniqlo sizing",denim,l,2,1,29.9,59.8,,yes
bugis,181.27,14.8,0,0,female,top,top183,KATIE SWEETHEART BUTTON PUFF SLEEVE TOP,white,"Polyester blend, Fully lined bodice, Non sheer, Stretchable, Sheer sleeve, Elastic arm band, Non-functional buttons",,s,0,5,33.9,0,Beautiful top,yes
somerset,184.85,14.8,0,0,female,top,top183,CLAUDINE BOXY BLAZER OUTERWEAR TOP,brown,"Polyester blend, None, Non sheer, Slight stretch, Functional buttons",outerwear,s,0,3,35.9,0,Very cute and flattering,no
somerset,154.46,0,12.6,18.6,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",,s,0,5,30.9,0,Love ag,no
club street,165.68,0,12.4,18.4,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,s,2,2,30.9,61.8,My new favorite jeans,yes
somerset,175.36,17,14.9,19,female,dress,dress183,VENICIA SLIT MIDI DRESS,black,"Slight Stretch, Elastic waistband, Elastic band at leg opening, Functional pockets",,m,1,1,34.9,34.9,Absolutely gorgeous!!!,yes
somerset,174.03,14.6,0,0,female,top,top183,ELAINE JERSEY CROPPED PULLOVER ,gingham,"Cotton jersery, slight stretch, Non sheer",,s,0,3,35.9,0,Very boxy,yes
somerset,155.47,0,15.9,20.4,male,bottom,bottom183,LIAM RIPPED DENIM JEANS,light denim,"Functional button, Functional belt loop, Functional zipper, Functional front and back pockets, follow uniqlo sizing",,m,0,4,40.9,0,They are tapered! why?!,no
bugis,145.06,16.2,0,0,female,top,top183,ELAINE JERSEY CROPPED PULLOVER ,gingham,"Cotton jersery, slight stretch, Non sheer",gingham,l,0,5,35.9,0,Great shirt,no
somerset,174.63,17.2,14.4,18.9,female,dress,dress183,ESTHER SWEETHEART CHIFFON MIDI DRESS,floral,"Chiffon, Fully lined, Non sheer, No stretch, Concealed back zipper, Concealed front slit zipper, Adjustable straps",,m,0,2,30.9,0,"Pretty, but not for mr",no
bugis,146.36,0,12,18.5,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,s,0,4,30.9,0,,no
bugis,180.54,13.8,0,0,female,top,top183,GRETA BUTTON KNIT VEST TOP,white,"Knit, Non sheer, Functional buttons, Tortoise Shell Buttons Differ from Piece to Piece",,s,2,2,31.9,63.8,"Huge, size down!",yes
somerset,166.56,14.8,0,0,female,top,top183,ADORA BASIC PADDED CROP TOP,blue,"Polyester, Fully lined bodice, Slight stretch, Exposed back zipper, Removable padding",crop top,s,3,1,30.9,92.7,,yes
bugis,159.43,14,13.4,18,female,dress,dress183,DESIRAE PEARL CHAIN SATIN COWL DRESS,lilac,"Satin, Fully lined, Non sheer, Slight stretch, Concealed back zipper, Functional pockets, Removable chain straps",,s,4,1,33.9,135.6,,yes
somerset,176.82,15.4,0,0,female,top,top183,CLAUDINE BOXY BLAZER OUTERWEAR TOP,brown,"Polyester blend, None, Non sheer, Slight stretch, Functional buttons",blazer,m,0,5,35.9,0,Gorgeous..runs small,no
somerset,174.43,18.3,0,0,male,top,top183,ELLIOT JERSEY OVERSIZED TEE,beige,"Cotton jersey, Non Sheer, Slight Stretch",,m,0,3,30.9,0,,no
somerset,179.6,0,15.2,20.7,male,bottom,bottom183,THOMAS DENIM BASIC BERMS,beige,"Polyester, Fake Pockets, Non-Stretchable",,m,0,5,30.9,0,Warm and cozy,no
somerset,153.78,0,14,19.6,male,bottom,bottom183,THOMAS DENIM BASIC BERMS,black,"Polyester, Fake Pockets, Non-Stretchable",,s,0,,30.9,0,This product is too hip,yes
somerset,169.84,0,12.2,18,female,bottom,bottom183,vibey jeans,dark blue,"Denim, Functional buttons, Functional wrist buttons",vibes,s,0,5,38.9,0,Love,no
bugis,154.69,0,12.8,18.8,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,s,3,1,30.9,92.7,Love this romper,yes
somerset,147.71,17.4,14.6,18.9,female,dress,dress183,JASMINE RUFFLES FLORAL TIE-STRING SLIT MAXI DRESS,floral,"Made From Polyester Blend Material, Back Zipper, Slightly Stretchable Straps, ",,m,0,5,45.9,0,Obsessed,no
somerset,151.94,16.6,0,0,female,top,top183,LINDSAY HALTER SHEER SLEEVE TOP,maroon,"Polyester blend, Fully lined bodice, Non sheer, Stretchable, Sheer sleeve, Elastic arm band, Concealed back zipper",,l,0,3,34.9,0,Beautiful blouse,no
club street,158.02,17.4,14.9,19.3,female,dress,dress183,AMABEL RUCHED BUTTON SHIRT DRESS,beige,"Polyester, Fully lined, Non sheer, Slight stretch, Concealed back zipper, Functional buttons, Ruched details",,m,3,5,33.9,101.7,Lovely material and details,yes
somerset,172.8,13.5,0,0,female,top,top183,ELAINE JERSEY CROPPED PULLOVER ,gingham,"Cotton jersery, slight stretch, Non sheer",gingham,s,0,5,35.9,0,"Metallic gold in peach, not so apparent in photos",no
somerset,168.87,0,13.4,19.8,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,m,0,1,30.9,0,Love these jeans!,no
somerset,154.5,19.1,0,0,male,top,top183,PIERRE LONG SLEEVED BUTTON SHIRT,white,"Polyester, Functional buttons, Functional wrist buttons",,l,0,2,35.9,0,Completely sheer!,no
club street,184.39,16.4,0,0,female,top,top183,SAFFRON CROPPED KNIT BUTTON CARDIGAN,lilac,"Soft knit, Stretchable, Functional buttons",,l,0,3,40.9,0,A bit underwhelmed,yes
somerset,179.45,16.8,14.3,18.6,female,dress,dress183,ESTHER SWEETHEART CHIFFON MIDI DRESS,floral,"Chiffon, Fully lined, Non sheer, No stretch, Concealed back zipper, Concealed front slit zipper, Adjustable straps",,m,1,1,30.9,30.9,Not what it looks like,yes
somerset,182.71,0,12.2,18.4,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,s,0,1,30.9,0,Best linen pants,no
club street,153.94,15.1,0,0,female,top,top183,SAFFRON CROPPED KNIT BUTTON CARDIGAN,lilac,"Soft knit, Stretchable, Functional buttons",,m,0,4,40.9,0,Very pretty blouse; sleeves impractical,no
somerset,178.52,17.3,14.8,18.7,female,dress,dress183,VENICIA SLIT MIDI DRESS,maroon,"Slight Stretch, Elastic waistband, Elastic band at leg opening, Functional pockets",,m,4,4,34.9,139.6,,yes
bugis,184.62,0,12.5,18.4,female,bottom,bottom183,PHOEBE RUCHED BUTTON MIDI SKIRT,blush,"Polyester, Fully lined, Non sheer, Slight stretch, Concealed back zipper, Functional buttons, Ruched details",,s,1,5,30.9,30.9,Love this romper!,yes
somerset,172.71,18.6,0,0,male,top,top183,CODY SHORT SLEEVED SHIRT,gunmental,"Polyester, Functional buttons, Functional wrist buttons",,m,0,3,33.9,0,,no
bugis,181.97,0,15.7,20.2,male,bottom,bottom183,THOMAS DENIM BASIC BERMS,beige,"Polyester, Fake Pockets, Non-Stretchable",,m,1,3,30.9,30.9,Amazing,yes
bugis,172.96,19.5,0,0,male,top,top183,ELLIOT JERSEY OVERSIZED TEE,beige,"Cotton jersey, Non Sheer, Slight Stretch",,l,0,4,30.9,0,So soft. so cute.,no
bugis,165.77,19.3,0,0,male,top,top183,ELLIOT JERSEY OVERSIZED TEE,beige,"Cotton jersey, Non Sheer, Slight Stretch",,l,0,2,30.9,0,So cute and unique!,no
somerset,179.09,0,13.3,20.5,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",,l,0,3,30.9,0,,no
somerset,160.25,16.9,14.5,18.7,female,dress,dress183,ORIANA TOGA RIBBED DRESS,gunmetal,"Cotton rib, Side Slit Detail",,m,0,2,30.9,0,So beautiful!,no
somerset,174,14.2,12.4,18.3,female,dress,dress183,BRIELLE BUTTON RIBBED DRESS,grey,"Cotton rib, None, Non sheer,  Stretchable, Functional buttons",,s,0,1,32.9,0,Fell in love instantly,no
bugis,151.32,13.3,0,0,female,top,top183,PHOEBE SWEETHEART BUTTON TOP (SLEEVE),beige,"Polyester, Fully lined bodice, Non sheer , Slight stretch, Concealed back zipper, Non functional buttons",,s,0,1,24.9,0,"Love, love, love it!",no
somerset,181.68,0,12.8,19.9,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,white,"Soft knit, Stretchable, Functional buttons",,m,0,5,30.9,0,Love the color!,no
bugis,178.6,14.1,0,0,female,top,top183,CLAUDINE BOXY BLAZER OUTERWEAR TOP,brown,"Polyester blend, None, Non sheer, Slight stretch, Functional buttons",,s,0,2,35.9,0,Easy wear!,no
somerset,149.12,14.3,0,0,female,top,top183,CELINE HIGH CUT RIBBED TOP,black,"Cotton Rib, None, Non sheer, Stretchable",,s,0,,29.9,0,Love it,no
somerset,150.05,14.2,0,0,female,top,top183,CELINE HIGH CUT RIBBED TOP,grey,"Cotton Rib, None, Non sheer, Stretchable",,s,0,1,29.9,0,Way too long!,no
bugis,148.56,0,13.4,20.5,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,l,0,1,30.9,0,Great fitting jeans,no
somerset,156.72,13.2,0,0,female,top,top183,LINDSAY HALTER SHEER SLEEVE TOP,navy,"Polyester blend, Fully lined bodice, Non sheer, Stretchable, Sheer sleeve, Elastic arm band, Concealed back zipper",,s,0,3,34.9,0,,yes
somerset,177.16,0,12.3,18.8,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,s,0,1,30.9,0,Flimsy,no
bugis,173.96,0,14.8,19.8,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,l,0,,30.9,0,Sooooo cute,no
somerset,155.6,18.4,0,0,male,top,top183,PIERRE LONG SLEEVED BUTTON SHIRT,white,"Polyester, Functional buttons, Functional wrist buttons",,m,0,2,35.9,0,Wanted to love...,no
somerset,183.53,0,12.2,18.3,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",,s,0,4,30.9,0,Legs for days..,no
bugis,164.76,16.2,13.7,18.2,female,dress,dress183,VENICIA SLIT MIDI DRESS,black,"Slight Stretch, Elastic waistband, Elastic band at leg opening, Functional pockets",,s,3,2,34.9,104.7,Fits like a mumu,yes
bugis,160.7,0,12.4,19.1,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,m,0,5,30.9,0,"Cute pants, nice fabric, runs small",no
